pH,nitrogen,phosphorus,potassium,calcium,magnesium,sulfur,iron,manganese,zinc,copper,boron,molybdenum,chlorine,organic_matter,cation_exchange_capacity,base_saturation,soil_texture,disease_name
6.44,52.89,18.31,65.11,13.0,0.6,32.88,38.46,14.37,32.61,24.56,75.34,63.51,41.58,54.39,15.14,50.3,0.13,0.0
7.4,73.7,38.7,74.16,93.93,66.76,51.0,80.75,23.67,49.14,77.08,10.39,68.28,39.38,34.61,49.63,88.22,0.14,3.0
6.56,82.56,12.2,80.51,33.68,92.21,38.61,30.27,75.83,63.51,31.81,70.47,61.09,18.9,75.78,24.84,83.92,0.12,1.0
5.0,22.87,17.69,39.77,50.82,65.32,55.27,84.57,62.33,53.73,2.03,87.37,52.16,77.91,61.38,47.36,73.29,0.12,0.0
5.95,50.0,45.32,55.07,62.74,93.63,95.84,43.67,15.57,87.09,42.06,91.64,71.75,95.37,90.47,32.41,45.27,0.11,3.0
8.25,77.09,45.77,14.32,36.11,14.7,4.66,43.52,19.11,40.6,77.06,73.34,19.29,98.07,88.42,49.36,78.81,0.13,0.0
6.33,11.37,23.46,82.49,67.1,77.3,55.11,85.96,7.52,53.95,57.12,67.76,57.21,72.5,10.89,42.62,67.73,0.14,3.0
7.79,86.56,4.88,98.06,13.53,82.76,49.89,42.66,40.4,45.28,21.42,96.48,46.39,43.03,15.89,9.14,69.25,0.14,0.0
6.44,97.28,77.88,39.13,69.76,79.12,55.76,0.85,21.69,67.84,27.75,35.37,42.04,15.05,29.15,36.73,46.21,0.12,0.0
7.86,36.83,26.52,77.93,12.95,16.18,76.88,47.72,10.9,60.08,92.49,72.1,96.31,27.01,53.9,47.77,47.73,0.13,0.0
5.48,20.5,81.71,30.61,70.88,96.63,80.81,51.11,96.54,73.56,53.63,65.41,5.04,69.93,74.66,34.81,51.28,0.13,0.0
7.84,3.77,41.43,88.95,57.59,47.26,27.68,97.52,74.49,84.78,36.67,54.81,77.48,90.6,20.77,47.16,71.01,0.14,3.0
7.89,90.04,22.72,55.16,38.75,47.08,70.09,14.81,61.82,99.41,60.7,99.12,6.84,49.57,89.93,45.74,62.23,0.11,3.0
7.78,83.27,30.82,17.11,72.38,25.24,71.22,15.33,51.43,24.54,44.53,2.29,94.23,60.54,47.98,44.61,63.14,0.11,0.0
6.47,94.86,2.26,79.01,41.14,84.56,34.19,93.14,62.87,89.44,36.11,59.75,10.72,72.51,13.65,27.39,55.92,0.11,3.0
6.98,81.11,73.4,54.85,27.18,84.29,67.35,73.54,22.93,18.94,40.75,5.64,94.63,13.15,5.63,8.52,47.54,0.14,3.0
4.41,87.46,40.32,25.22,66.26,77.89,91.28,88.22,11.44,11.33,73.8,14.47,38.71,27.95,25.75,18.33,43.18,0.12,0.0
4.3,43.6,71.81,58.46,84.94,93.54,12.39,28.6,4.39,46.76,34.49,24.63,97.79,20.77,26.52,42.08,71.08,0.14,3.0
7.91,61.0,91.67,68.96,3.69,26.18,13.71,88.3,60.91,66.96,83.2,86.84,57.89,42.35,81.33,7.23,82.17,0.12,1.0
5.83,24.17,8.51,55.64,79.83,26.87,43.58,58.74,37.1,70.22,43.98,27.04,78.84,28.8,77.13,32.5,80.12,0.13,3.0
7.26,15.47,34.18,71.83,97.98,68.72,22.02,85.04,17.54,71.5,3.91,25.69,14.57,39.22,79.66,22.18,50.74,0.13,3.0
4.02,76.93,42.04,38.98,45.5,80.65,81.52,10.76,99.77,81.19,39.32,84.54,50.48,4.39,86.31,26.39,89.14,0.14,1.0
8.4,17.0,27.82,32.3,45.55,67.72,38.18,4.1,98.07,95.48,97.19,0.72,20.27,100.0,25.48,43.64,77.62,0.14,0.0
6.5,92.24,90.69,29.52,27.16,76.15,20.61,23.99,87.12,75.55,14.5,70.64,11.91,32.33,42.86,39.2,61.83,0.14,0.0
4.54,23.31,21.73,1.48,73.23,78.58,29.83,99.06,0.28,76.48,87.65,16.14,61.67,50.52,85.19,13.06,84.41,0.13,0.0
7.43,12.09,36.19,18.4,42.57,81.43,43.91,16.79,96.84,79.16,80.25,82.07,62.85,61.25,0.28,27.78,85.67,0.12,1.0
4.18,99.22,79.98,11.75,6.96,13.23,8.04,25.98,76.17,56.58,30.45,94.41,64.57,51.37,48.8,47.53,73.74,0.11,0.0
8.77,16.42,10.67,40.56,3.43,37.42,42.6,21.56,59.68,26.56,77.63,98.98,20.37,18.04,63.2,8.03,70.29,0.11,0.0
8.45,61.18,22.95,96.54,80.12,0.8,94.45,99.66,32.04,56.05,64.32,57.34,57.01,60.21,55.69,39.67,55.4,0.11,3.0
6.76,38.99,40.46,60.01,87.55,2.61,61.38,28.08,51.68,86.67,24.99,5.72,74.68,6.12,52.43,31.64,61.6,0.13,3.0
6.29,30.44,63.48,77.27,30.02,40.33,31.91,19.11,41.39,41.49,7.33,85.29,71.82,50.5,64.51,17.34,57.6,0.13,3.0
7.07,6.62,94.24,63.11,30.31,55.89,67.41,90.35,37.0,50.94,74.46,17.87,74.18,51.45,36.65,15.42,78.92,0.13,3.0
5.56,34.21,6.54,48.01,20.75,35.04,36.95,28.46,41.75,70.16,14.21,51.3,90.87,17.36,66.72,38.99,45.86,0.12,0.0
4.62,51.07,61.6,18.2,22.33,9.48,79.41,90.24,27.11,3.35,46.66,93.41,42.17,48.63,46.37,36.8,62.03,0.14,0.0
6.06,5.94,93.59,80.39,93.3,58.59,78.96,89.54,48.97,18.39,93.23,26.83,51.79,69.56,90.47,11.03,69.95,0.14,3.0
6.97,70.36,1.35,0.21,64.63,26.71,72.28,45.85,34.72,29.91,42.48,6.84,18.6,73.31,98.5,33.91,54.3,0.14,0.0
5.17,82.62,82.24,23.21,91.57,7.86,92.4,97.21,83.5,60.75,96.53,96.86,69.07,27.02,14.27,6.77,72.81,0.12,0.0
5.25,93.34,77.02,61.4,59.35,92.78,59.56,78.78,26.67,80.22,71.3,68.78,93.87,32.23,66.37,14.07,73.58,0.14,3.0
4.35,13.36,11.94,10.35,82.88,51.17,76.31,17.27,74.99,23.98,80.03,92.72,39.45,64.72,10.62,34.38,61.92,0.11,0.0
8.96,13.83,81.69,64.31,77.36,91.58,99.91,78.43,77.18,19.34,13.72,62.13,17.05,14.74,45.12,21.3,88.15,0.12,1.0
6.77,73.4,15.9,1.11,27.21,73.5,4.54,88.49,11.29,21.42,36.94,35.49,41.77,88.02,42.5,11.61,67.28,0.11,0.0
8.74,6.29,26.22,81.48,48.19,58.95,31.92,97.09,65.48,89.34,30.16,75.21,19.59,67.3,39.66,48.79,65.79,0.14,3.0
6.77,45.7,87.76,92.96,86.05,88.53,44.77,30.18,5.26,70.8,58.76,83.88,92.6,31.65,33.99,26.15,43.36,0.14,3.0
4.8,40.9,57.34,72.31,7.83,8.68,8.7,81.16,43.63,19.8,13.3,73.7,39.59,31.76,86.59,6.35,63.5,0.12,0.0
6.49,84.83,38.88,93.69,59.12,34.12,35.07,2.38,80.0,85.14,61.27,71.69,97.71,42.01,96.65,12.08,73.34,0.12,3.0
5.66,10.02,41.25,14.21,82.73,91.63,46.62,13.24,89.18,68.7,9.44,36.89,11.08,93.68,60.73,31.12,49.73,0.11,0.0
4.15,52.39,31.79,89.22,45.06,52.59,0.66,84.0,79.63,96.91,37.95,1.68,15.7,47.69,59.23,18.59,88.97,0.11,1.0
6.98,67.3,75.07,1.38,36.0,81.77,51.93,55.52,80.39,53.14,40.87,94.9,42.22,25.28,22.85,11.55,68.24,0.14,0.0
5.38,29.73,86.44,90.35,70.56,36.15,3.79,41.31,63.2,5.98,50.98,90.72,79.13,94.79,27.4,11.1,69.14,0.14,3.0
8.47,67.77,1.61,83.82,19.37,1.69,63.75,61.42,24.91,67.69,63.46,33.66,79.59,14.52,99.41,10.1,40.42,0.13,0.0
5.42,37.76,55.16,94.93,4.43,82.38,55.53,45.0,75.91,19.08,65.33,12.73,85.31,1.76,96.56,5.5,49.11,0.12,0.0
5.63,0.7,85.98,57.26,17.15,91.28,32.57,5.32,99.65,35.2,98.94,45.38,8.61,73.67,77.77,43.03,85.48,0.12,1.0
8.18,87.45,63.09,30.77,46.07,23.67,95.16,39.83,80.42,32.1,76.64,23.18,21.81,17.21,74.45,21.65,74.57,0.12,0.0
8.36,66.47,47.2,17.97,87.77,3.33,36.13,61.22,60.64,42.88,18.86,51.2,43.79,83.46,68.79,39.46,83.66,0.14,1.0
6.43,37.29,97.75,56.18,24.64,59.42,85.03,60.69,17.54,82.96,92.72,46.2,9.64,49.2,53.11,48.16,84.22,0.12,3.0
5.56,55.46,88.1,2.0,85.27,43.44,28.66,53.84,38.69,31.73,98.34,39.73,52.31,16.87,25.91,24.34,63.71,0.13,0.0
8.14,2.26,12.4,75.17,86.95,77.64,71.15,69.36,43.44,80.41,41.79,52.7,24.09,87.8,0.46,16.36,70.7,0.11,3.0
8.23,71.35,88.95,83.62,9.05,11.43,82.09,86.01,76.97,94.54,18.63,98.28,20.19,36.69,86.1,39.71,69.52,0.14,0.0
7.99,63.63,93.53,11.09,74.53,38.3,21.1,14.31,0.49,56.05,50.06,57.5,35.08,58.52,90.93,42.47,66.28,0.11,0.0
8.94,17.86,10.32,94.64,45.72,86.51,66.88,50.35,66.86,14.63,68.31,26.07,1.78,34.63,75.96,15.52,54.33,0.11,3.0
4.91,24.55,86.68,7.93,12.95,22.26,50.2,13.33,30.69,71.25,90.54,2.48,49.9,32.48,16.7,45.6,80.83,0.13,0.0
7.49,54.62,31.05,5.36,80.6,28.84,44.31,30.33,11.84,96.27,25.52,58.71,17.07,68.7,76.18,23.61,86.38,0.14,0.0
4.03,73.32,27.01,41.08,82.99,65.73,41.18,3.61,44.22,12.2,3.3,87.3,90.53,70.24,90.1,17.19,53.59,0.11,0.0
6.27,67.85,43.53,84.19,81.28,67.54,43.5,30.59,43.04,91.78,18.03,52.65,14.25,79.42,59.71,6.87,73.8,0.11,3.0
7.49,72.36,33.04,60.23,94.16,62.42,98.23,42.12,2.2,35.04,23.32,64.32,40.4,96.12,92.03,14.19,40.49,0.13,3.0
8.8,26.24,54.87,74.82,17.78,34.11,88.87,68.3,69.72,51.61,12.02,48.29,70.58,80.06,41.32,40.43,60.05,0.14,0.0
6.84,41.73,26.66,50.37,17.4,93.48,19.24,34.47,93.73,68.77,13.15,16.73,56.85,1.24,31.63,8.62,49.94,0.12,0.0
5.8,64.08,17.61,45.84,4.17,86.85,37.97,72.77,91.76,59.26,37.77,89.71,19.21,98.72,25.27,24.62,65.59,0.14,0.0
5.33,40.36,6.46,83.7,64.61,74.26,95.79,74.61,69.03,16.7,22.89,36.76,61.16,94.62,25.67,31.79,56.79,0.14,3.0
7.25,58.8,67.55,10.95,87.64,65.54,49.97,63.58,40.0,57.23,14.33,47.23,47.45,70.94,42.51,14.31,85.62,0.11,0.0
8.31,20.2,3.95,35.06,29.86,7.4,6.79,67.57,77.13,72.77,26.61,13.06,92.12,66.98,26.32,37.31,77.65,0.14,0.0
4.74,99.83,41.48,4.92,95.11,45.09,89.49,37.35,12.43,95.77,12.8,33.97,45.93,11.04,6.79,45.29,61.23,0.12,0.0
5.91,66.13,8.48,21.86,83.07,11.23,44.28,79.29,84.0,90.18,37.2,95.48,90.13,49.15,79.35,21.26,66.61,0.13,0.0
6.18,57.24,16.46,74.02,1.74,50.54,51.26,29.77,80.84,77.37,95.19,95.69,1.13,3.32,14.06,31.79,74.48,0.12,0.0
6.14,79.41,10.86,4.62,31.05,39.13,38.82,58.23,92.76,88.18,81.33,1.19,44.55,12.56,68.19,25.42,74.39,0.13,0.0
7.84,56.08,39.46,60.04,79.34,53.09,81.17,58.7,13.11,76.64,41.62,94.14,25.1,45.72,74.69,20.52,49.46,0.11,3.0
5.32,27.13,17.21,76.21,48.66,68.11,34.82,52.09,88.25,49.95,91.08,19.01,67.52,14.74,98.42,12.35,71.73,0.12,3.0
6.63,97.72,97.68,28.03,25.39,75.2,55.7,27.86,24.97,31.52,31.96,87.49,23.35,67.67,95.74,30.42,44.24,0.11,0.0
6.82,46.3,95.35,9.12,92.77,50.58,88.12,40.95,13.12,21.66,52.09,98.42,60.64,37.58,7.8,47.14,59.32,0.14,0.0
8.98,36.5,61.69,88.0,49.38,33.79,77.71,30.44,94.49,11.04,64.2,38.85,12.75,87.69,46.93,22.73,82.91,0.12,1.0
5.64,78.27,49.49,24.56,90.59,6.6,93.33,36.36,61.66,59.07,29.19,84.67,90.6,45.18,47.46,30.68,84.46,0.13,1.0
6.13,70.53,34.0,2.55,59.55,86.1,93.55,56.84,14.67,23.13,69.46,68.41,29.02,4.81,0.77,18.41,53.54,0.11,0.0
5.87,8.48,94.46,12.38,49.03,5.11,62.76,8.57,97.93,48.0,58.67,28.07,92.39,19.1,47.34,9.33,68.45,0.13,0.0
6.03,71.01,96.85,88.25,63.33,96.78,19.07,47.65,92.48,35.03,35.47,9.03,72.4,23.69,26.49,21.53,48.92,0.14,3.0
6.09,46.5,98.81,5.4,35.82,96.78,30.58,30.08,13.82,10.04,27.21,10.02,1.98,45.94,19.09,14.16,66.26,0.14,0.0
7.93,27.7,52.47,55.11,99.26,72.3,8.33,88.84,43.29,56.68,84.4,97.42,34.14,33.27,79.92,45.72,68.01,0.11,3.0
4.26,3.56,67.58,88.9,31.87,8.67,44.19,15.69,3.47,92.39,70.94,34.33,31.29,71.97,40.24,25.43,41.95,0.13,3.0
4.88,15.47,15.51,31.44,38.58,24.36,7.54,51.84,35.1,17.35,17.33,16.72,51.52,27.21,48.79,19.7,79.99,0.14,0.0
8.51,97.61,97.27,24.08,37.26,4.86,92.52,76.2,18.95,5.56,75.8,60.2,1.06,65.71,94.46,7.91,57.74,0.14,0.0
6.12,63.57,29.89,91.62,42.11,16.22,16.48,31.68,20.16,28.49,36.42,22.13,82.24,0.55,36.28,29.27,81.0,0.12,3.0
8.88,62.63,4.09,19.95,90.85,62.13,74.23,34.25,38.62,60.16,3.3,29.16,0.37,1.73,11.36,37.14,68.66,0.11,0.0
5.23,20.97,66.86,78.72,89.56,97.15,22.82,76.8,10.28,89.45,74.92,82.2,45.64,54.08,2.03,46.37,72.15,0.13,3.0
8.25,46.0,3.75,91.77,56.17,20.25,26.84,33.59,38.04,3.33,34.35,62.19,2.03,9.34,55.43,47.79,83.85,0.14,3.0
5.74,30.82,5.32,97.19,25.36,60.19,46.03,18.72,64.43,21.85,43.54,16.83,31.07,4.32,20.89,41.73,46.91,0.14,3.0
5.11,22.58,1.05,12.48,96.84,71.6,47.52,79.41,91.16,46.3,14.55,44.65,99.9,84.63,96.49,38.92,61.0,0.12,0.0
8.56,80.95,98.88,70.97,21.32,20.4,21.77,12.89,34.67,35.5,28.58,99.38,91.48,53.82,89.77,21.36,73.69,0.12,3.0
5.84,79.04,28.75,67.32,30.65,99.1,57.2,29.43,48.27,95.45,58.94,88.82,74.02,45.27,56.92,47.86,62.59,0.14,3.0
7.65,54.77,73.31,63.57,68.55,59.11,98.46,0.85,4.44,1.83,20.37,12.53,27.31,77.15,88.99,49.97,73.61,0.13,3.0
8.83,14.09,68.34,11.03,23.55,46.21,90.12,38.31,10.66,63.04,27.57,58.43,92.75,1.07,42.1,20.37,69.97,0.14,0.0
6.39,54.52,29.63,94.57,64.93,95.97,31.77,29.88,41.56,48.55,30.6,43.16,21.78,79.63,13.0,42.62,67.89,0.12,3.0
5.04,66.13,51.29,75.83,62.28,42.66,41.28,93.23,27.72,5.06,31.03,9.37,57.39,80.31,52.52,31.85,88.31,0.14,3.0
8.67,68.19,23.99,18.14,55.27,36.97,70.71,26.35,45.55,84.33,89.0,86.6,8.97,56.28,0.23,38.34,73.94,0.11,0.0
6.08,28.57,16.17,16.84,34.41,3.04,77.19,0.35,51.67,5.64,96.63,84.65,13.26,28.52,79.13,19.26,62.85,0.12,0.0
6.49,98.28,22.24,49.17,26.73,23.69,5.85,99.4,23.16,91.53,56.61,70.59,84.95,62.2,22.74,12.97,66.62,0.14,0.0
8.06,1.97,43.12,2.88,14.06,74.96,12.01,50.23,45.84,43.42,24.56,4.9,75.88,79.02,20.92,32.06,47.91,0.11,0.0
7.02,41.92,34.9,49.95,18.97,77.86,6.35,62.08,47.05,28.79,45.16,41.53,36.5,28.45,44.31,14.8,46.59,0.12,0.0
4.97,25.99,46.58,40.26,82.53,96.8,83.66,42.99,54.35,39.39,41.12,15.93,25.02,93.6,8.93,18.97,42.33,0.14,0.0
4.82,41.83,47.61,12.25,30.11,72.33,70.6,84.33,86.52,30.32,69.56,80.76,47.97,33.52,89.85,18.85,52.21,0.14,0.0
5.28,60.56,71.86,69.14,68.94,30.6,87.07,87.12,54.85,85.61,31.35,66.75,95.31,51.26,76.16,9.14,44.99,0.14,3.0
7.37,64.08,91.96,83.45,5.54,97.37,32.58,4.88,42.84,18.21,80.58,87.11,71.46,57.67,67.35,20.29,60.05,0.14,0.0
7.69,15.74,1.83,67.26,15.0,11.01,70.95,46.39,29.18,97.26,46.95,49.43,99.9,68.24,44.84,40.27,75.46,0.11,0.0
5.72,22.93,94.07,72.92,59.25,76.89,89.16,20.4,97.82,73.64,48.29,29.89,6.44,27.57,89.18,28.49,67.0,0.12,3.0
4.1,20.53,6.09,17.91,72.52,99.64,52.61,39.82,30.88,43.79,43.28,72.11,40.45,41.59,0.61,21.89,84.84,0.14,0.0
5.42,98.15,62.56,50.55,10.25,66.58,32.89,50.65,44.54,0.29,48.72,51.27,3.71,17.94,88.79,46.09,52.1,0.14,0.0
4.8,61.73,73.55,80.84,99.99,28.09,69.17,27.64,90.51,44.11,38.01,11.66,62.24,73.15,68.95,23.63,70.11,0.11,3.0
7.75,14.32,77.72,76.99,92.55,6.37,28.42,96.35,39.51,23.26,42.19,48.96,46.78,73.71,56.74,19.98,52.84,0.12,3.0
5.71,68.75,55.55,17.46,91.37,20.22,94.28,60.52,71.65,11.7,67.74,88.36,73.49,76.93,49.05,31.47,42.67,0.11,0.0
7.44,1.89,58.13,46.72,75.76,35.87,7.8,96.75,57.38,16.12,95.9,82.32,7.43,86.3,42.23,15.13,60.78,0.11,0.0
8.1,37.0,34.19,93.96,14.61,51.08,7.63,73.07,54.03,80.54,83.48,20.27,58.01,42.13,3.18,7.94,74.98,0.13,0.0
6.89,64.45,33.97,93.11,71.55,71.24,19.5,16.75,93.04,70.47,57.99,21.62,66.16,65.72,9.18,44.79,88.4,0.12,1.0
5.39,41.1,42.35,66.88,57.09,72.92,49.52,76.22,36.67,42.9,98.72,37.97,34.7,8.74,65.4,48.38,69.16,0.13,3.0
5.29,91.37,50.31,51.32,10.5,32.73,56.19,93.3,19.62,8.89,50.21,24.62,24.19,87.51,36.23,23.58,75.27,0.13,0.0
7.33,8.09,33.86,35.07,69.26,33.21,49.41,75.72,17.9,20.04,16.88,39.73,82.67,29.61,28.08,7.23,42.44,0.12,0.0
4.36,34.89,28.24,27.15,65.78,15.52,81.44,21.94,69.71,73.5,93.44,24.35,40.5,65.42,67.3,9.78,45.69,0.14,0.0
5.79,41.12,92.12,52.75,83.31,53.14,8.18,35.76,49.56,10.52,51.75,83.59,47.84,44.84,6.89,14.82,87.31,0.14,3.0
7.73,20.91,75.9,33.62,33.89,16.01,73.52,15.64,4.86,72.74,16.54,66.81,46.94,32.21,76.42,39.32,65.07,0.13,0.0
4.38,70.74,4.5,15.99,65.2,36.77,76.57,41.76,34.39,95.18,25.42,5.4,96.29,43.1,94.05,27.78,44.12,0.14,0.0
7.01,68.26,28.56,68.43,63.49,22.86,40.33,33.95,9.67,61.73,17.06,54.78,98.49,79.9,38.16,13.77,88.63,0.11,3.0
7.27,30.99,20.73,4.55,67.6,73.13,52.92,43.92,96.86,54.31,13.13,44.97,85.41,83.46,93.94,35.97,88.18,0.14,1.0
7.61,46.72,81.94,4.06,95.48,95.96,89.7,47.28,18.44,33.48,44.67,11.34,42.55,46.79,64.43,10.84,48.6,0.11,0.0
6.06,59.26,67.34,95.69,33.67,30.95,10.13,13.42,91.75,31.58,84.72,16.81,39.16,63.95,74.73,9.65,89.66,0.11,1.0
5.37,99.9,77.1,99.72,54.39,45.88,8.19,39.46,34.01,75.81,34.72,49.13,85.51,44.42,13.05,5.12,77.7,0.12,3.0
5.28,51.75,37.22,38.19,31.35,48.88,46.03,83.82,13.49,98.35,51.46,22.67,76.1,85.7,71.68,18.38,43.81,0.12,0.0
5.56,80.02,88.99,43.66,62.29,70.57,75.63,61.64,6.86,57.49,15.43,43.32,52.14,18.91,35.09,46.45,59.33,0.13,0.0
4.61,39.87,74.53,75.59,82.01,49.15,13.9,67.81,55.14,36.75,1.91,56.56,96.99,64.91,0.12,8.17,68.39,0.13,3.0
6.78,46.09,55.95,94.02,23.46,3.99,2.53,40.49,71.36,92.41,75.14,75.21,78.49,81.38,97.18,13.79,54.17,0.11,3.0
8.86,62.78,57.68,54.3,97.08,90.78,69.81,22.0,67.63,79.47,41.79,25.56,82.34,34.45,12.39,33.86,88.66,0.14,1.0
8.27,16.66,54.96,65.86,50.76,10.61,89.22,11.65,7.46,50.34,19.53,87.58,90.61,74.14,39.12,26.64,85.11,0.11,3.0
6.07,58.93,18.55,52.85,79.01,12.06,29.99,75.37,57.21,15.07,33.86,19.51,45.51,37.91,68.29,31.99,40.82,0.11,3.0
8.53,27.43,99.71,81.57,84.97,76.52,52.1,50.18,39.31,98.61,56.91,73.65,26.21,79.41,16.14,48.0,47.26,0.11,3.0
7.23,40.02,78.75,14.94,97.85,27.47,4.76,11.31,47.9,73.57,89.07,79.79,40.63,65.21,16.69,46.54,53.91,0.13,0.0
5.13,75.0,48.48,44.59,54.11,51.6,10.89,66.42,98.2,80.38,82.8,99.28,34.33,27.26,11.25,19.73,69.53,0.14,0.0
8.71,65.92,33.03,21.27,97.09,94.34,8.14,53.34,8.74,68.6,33.2,79.8,46.25,73.51,50.74,16.92,45.99,0.13,0.0
8.58,62.45,30.71,58.65,99.31,34.83,69.63,7.49,53.07,17.34,1.86,35.93,74.84,96.28,74.42,34.58,88.83,0.14,1.0
8.87,19.09,93.5,69.09,75.56,72.71,23.87,20.03,14.44,20.59,54.01,40.36,12.71,13.56,87.0,33.7,79.13,0.14,3.0
8.02,7.29,79.36,28.94,44.3,17.76,46.71,0.91,51.06,8.72,16.91,11.41,26.43,9.67,45.66,20.32,52.8,0.12,0.0
5.66,25.78,76.76,39.53,8.87,2.56,19.16,81.57,20.77,58.64,71.08,77.3,0.61,75.6,52.94,44.13,50.94,0.12,0.0
7.63,57.86,33.81,17.35,67.77,42.93,8.04,99.04,95.71,72.12,19.27,72.89,59.05,66.31,3.39,35.42,64.35,0.14,0.0
4.83,14.06,46.67,3.75,38.76,64.91,97.95,25.91,65.41,32.05,28.46,9.56,22.17,59.35,81.33,24.3,77.15,0.11,0.0
6.9,86.94,30.48,55.11,46.42,31.7,58.39,64.52,38.93,58.55,46.8,48.19,49.57,75.49,40.42,43.64,64.59,0.13,3.0
4.35,7.15,20.15,58.95,69.83,92.04,50.54,99.34,61.19,64.29,73.73,56.9,61.87,28.13,70.59,6.0,45.5,0.14,3.0
7.01,38.15,88.19,87.21,19.75,1.02,79.87,10.2,12.19,3.24,89.41,34.51,41.29,5.73,65.25,37.98,54.32,0.11,0.0
5.86,68.44,17.92,7.03,62.33,7.41,21.57,32.36,95.58,12.46,68.49,29.3,26.75,93.63,78.42,13.99,80.02,0.11,1.0
4.25,76.4,59.38,50.86,56.38,13.09,64.06,11.51,48.11,16.22,66.67,43.18,3.04,87.96,73.03,45.16,81.64,0.11,3.0
6.95,28.63,13.53,77.15,4.55,47.25,38.16,4.64,32.19,15.06,26.67,80.19,44.84,36.51,93.02,37.01,82.85,0.13,0.0
5.04,33.03,33.85,40.9,50.91,45.48,17.96,94.61,71.03,13.97,73.95,10.07,7.46,91.63,92.57,19.52,85.08,0.11,1.0
5.39,56.19,11.14,2.92,81.79,16.9,0.43,72.87,11.92,97.14,9.26,92.78,80.98,61.05,23.79,31.13,87.09,0.11,0.0
4.08,64.53,43.85,73.3,24.12,94.68,36.58,85.93,36.65,40.54,77.29,31.96,12.04,48.92,40.89,47.47,71.37,0.12,3.0
5.34,88.13,1.22,56.2,80.42,54.06,89.68,17.0,95.0,41.06,40.99,26.08,69.03,0.96,41.97,26.76,70.85,0.12,3.0
8.76,28.97,44.33,44.87,90.27,67.58,17.58,97.04,34.95,35.85,1.32,3.04,71.29,92.96,19.71,27.64,40.29,0.12,0.0
8.04,20.7,46.44,21.99,83.84,27.61,62.98,66.53,37.22,61.13,37.37,16.21,71.63,77.75,60.2,10.74,57.55,0.11,0.0
7.51,33.61,12.47,42.19,44.12,88.35,84.03,30.82,22.35,41.09,93.98,61.07,70.58,56.26,10.87,27.14,81.42,0.14,0.0
6.9,35.17,91.58,29.68,3.1,2.23,40.36,82.1,45.42,85.79,56.89,71.91,64.18,2.38,80.74,13.26,83.25,0.12,0.0
8.48,18.63,98.08,21.11,4.89,51.18,71.43,97.08,86.0,13.49,37.68,11.15,36.78,56.81,25.01,19.02,43.29,0.11,0.0
7.87,51.27,74.08,4.37,29.17,22.81,65.2,98.36,16.89,76.04,57.57,62.84,55.18,15.89,73.95,33.08,62.27,0.11,0.0
8.19,35.46,76.83,48.63,99.24,22.02,2.63,72.94,13.02,51.12,66.98,49.65,91.4,24.23,18.11,14.48,47.05,0.11,0.0
8.96,11.52,84.54,42.99,60.18,25.51,80.87,39.21,21.04,58.47,45.91,97.51,65.66,5.49,17.46,5.82,80.77,0.12,0.0
5.37,69.97,82.02,42.52,33.71,46.09,92.71,57.37,98.46,49.39,6.61,75.13,48.77,84.74,18.77,33.21,78.98,0.12,0.0
6.18,98.99,31.49,36.52,25.03,9.97,65.42,92.4,63.63,65.83,72.9,3.06,17.64,77.01,91.09,24.59,59.99,0.13,0.0
7.75,25.59,69.17,17.68,93.86,68.0,37.68,73.33,43.14,9.83,91.24,35.96,46.49,99.21,5.32,49.27,79.15,0.11,0.0
7.76,67.01,97.85,72.36,88.53,75.91,11.11,15.75,46.32,80.71,68.95,80.49,16.46,89.28,33.87,35.07,59.52,0.12,3.0
8.63,49.37,27.25,95.65,2.28,49.34,33.77,91.35,43.67,65.28,79.41,5.96,25.58,34.89,72.75,40.64,49.01,0.12,0.0
5.23,3.65,78.35,86.7,87.14,74.22,88.09,7.98,99.27,67.16,58.04,30.76,1.77,86.75,76.21,46.25,47.26,0.14,3.0
5.51,12.23,47.65,4.41,48.73,86.52,56.92,64.92,13.52,48.92,50.18,26.3,57.17,68.26,74.4,42.56,74.33,0.13,0.0
6.92,50.71,69.88,98.62,79.78,70.36,20.12,22.19,16.6,51.62,75.51,3.72,6.12,1.33,52.19,14.86,83.79,0.12,3.0
5.45,37.54,97.8,7.93,29.8,78.3,89.33,98.14,37.11,96.28,12.53,27.99,9.96,39.22,29.36,44.37,49.67,0.13,0.0
4.66,42.37,39.13,79.77,18.15,95.76,35.16,30.13,10.41,21.72,72.41,58.09,84.0,27.56,83.56,10.87,84.86,0.11,0.0
4.59,15.78,36.47,98.33,64.96,71.13,8.43,42.54,24.56,64.0,38.18,21.92,62.84,54.35,1.91,26.01,87.4,0.12,3.0
6.82,19.99,22.74,72.51,72.8,60.77,4.18,22.95,48.77,85.53,1.47,16.52,66.5,29.04,31.46,22.48,64.65,0.11,3.0
8.11,59.69,84.48,77.52,78.53,70.48,8.93,43.52,49.9,91.72,47.26,77.67,83.35,8.32,56.04,39.68,66.52,0.13,3.0
4.14,32.89,2.38,72.06,51.38,10.23,99.34,2.39,0.3,25.96,98.93,94.95,36.61,1.47,2.0,7.42,64.23,0.14,3.0
6.19,25.43,25.77,69.23,83.9,2.49,52.7,62.08,36.15,20.81,64.5,44.56,91.27,87.86,81.27,22.71,55.4,0.12,3.0
